view_name	type	directory	schema
export_gap_size_set	child	output	[id] bigint, [attribute_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [buy_qty] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [region] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_seq] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [total_healthy_qty] float
export_iss_output	child	output	[id] bigint, [adj_contri] float, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [flag] int, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [piv_qty] float, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_contri] float, [raw_qty] float, [roll_up_qty] int, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_seq] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8, [unbr_qty] float
export_iss_output_channel_ag_level	child	output	[id] int, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [final_contri] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sale_qty] int, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_ist_stock_movement	child	output	[id] bigint, [allocation_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination_channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination_size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination_store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ean] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ist_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin_channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin_size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin_store_cluster] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin_store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [parent_style] varchar COLLATE Latin1_General_100_BIN2_UTF8, [quantity] int, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_class] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination_remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8, [iteration_flag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin_remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_ist_store_output	child	output	[id] bigint, [alloc_suggested] int, [allocation_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [city] varchar COLLATE Latin1_General_100_BIN2_UTF8, [class] varchar COLLATE Latin1_General_100_BIN2_UTF8, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ean] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [initial_stock_before_inward] int, [initial_wh_qty] int, [inv_wh] int, [ist_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [online_reserved_stock] int, [parent_style] varchar COLLATE Latin1_General_100_BIN2_UTF8, [post_stock] int, [pre_stock] int, [pull_backs] int, [region] varchar COLLATE Latin1_General_100_BIN2_UTF8, [remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8, [repl_reserved_stock] int, [ros] float, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_cluster] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_tag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period_one_ros] float, [period_one_sales] int, [period_three_ros] float, [period_three_sales] int, [period_two_ros] float, [period_two_sales] int, [post_psa] float, [pre_psa] float, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_ist_wh_output	child	output	[id] bigint, [allocation_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [city] varchar COLLATE Latin1_General_100_BIN2_UTF8, [class] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination] varchar COLLATE Latin1_General_100_BIN2_UTF8, [destination_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ean] varchar COLLATE Latin1_General_100_BIN2_UTF8, [final_ros] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [parent_style] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period_one_ros] float, [period_three_ros] float, [period_two_ros] float, [quantity] int, [region] varchar COLLATE Latin1_General_100_BIN2_UTF8, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_cluster] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_tag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [warehouse] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_ist_wh_stock_output	child	output	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [dispatch] int, [ean] varchar COLLATE Latin1_General_100_BIN2_UTF8, [final_store_spread] int, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [initial_store_spread] int, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [parent_style] varchar COLLATE Latin1_General_100_BIN2_UTF8, [quantity] int, [remaining] int, [reserve_qty] int, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [warehouse] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_noos_bestseller	child	output	[id] bigint, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [avg_rev_per_day_per_store] float, [avg_style_disc] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cutoff_rev] float, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [disc_benchmark] float, [discount] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [live_stores] int, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [mrp] float, [mrp_sales] float, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_sold] int, [raw_qty] int, [raw_rev] float, [rev] float, [rev_per_day] float, [rev_per_day_benchmark] float, [rev_per_day_per_store_benchmark] float, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_noos_core	child	output	[id] bigint, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [avg_style_disc] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [days_live] int, [days_sold] int, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [disc_benchmark] float, [discount] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [mrp] float, [mrp_sales] float, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_sold] int, [raw_qty] int, [raw_rev] float, [rev] float, [ros] float, [ros_coeff] float, [ros_coeff_benchmark] float, [stores_live] int, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_noos_output	child	output	[id] bigint, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [discount] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [mrp_sales] float, [override] varchar COLLATE Latin1_General_100_BIN2_UTF8, [revenue] float, [sales_qty] int, [stores_live] int, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_od_output	child	output	[id] bigint, [ag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [asp] float, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [avg_discount_after_liquidation_brokenness_cleanup] float, [avg_raw_discount_value] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [city] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [hist_sales_qty] float, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_after_liquidation_brokenness_cleanup] float, [raw_rev] float, [region] varchar COLLATE Latin1_General_100_BIN2_UTF8, [rel_revenue] float, [rel_sales_qty] float, [rev_contri] float, [rev_per_live_day] float, [rev_per_live_day_per_style] float, [revenue] float, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8, [unliq_rev] float, [is_new_store] int, [date_range] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_otb_swb_depth	child	output	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [calculated_options] int, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [final_depth] int, [final_options] int, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [max_options_capacity] int, [min_constraint] int, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [proj_buy_qty] int, [segmented_option_count] int, [size_set_options] int, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [target_mrp] float, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_otb_swb_option_split	child	output	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [option_split_perc] float, [options] int, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_otb_swb_store_style_buy_output	child	output	[id] bigint, [attribute1] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute2] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute3] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute4] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attribute5] varchar COLLATE Latin1_General_100_BIN2_UTF8, [avg_mrp] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cal_unadjusted_depth] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [city] varchar COLLATE Latin1_General_100_BIN2_UTF8, [depth] int, [depth_grade] int, [final_depth] int, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [period] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [region] varchar COLLATE Latin1_General_100_BIN2_UTF8, [segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_tag] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_planogram_output	child	output	[id] bigint, [attribute] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [front_options] int, [quantity] int, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_price_bucket	child	output	[id] bigint, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [max_mrp] int, [min_mrp] int, [price_bucket] varchar COLLATE Latin1_General_100_BIN2_UTF8, [rev_contri] float, [revenue] float
export_reorder_styles	child	output	[id] bigint, [avg_disc_perc] float, [benchmark_disc_perc] float, [benchmark_qty_sold] int, [benchmark_rev_per_day] float, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [is_top_rev_contributing_style] BIT, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [no_of_stores_live] int, [override] BIT, [qty_sold] int, [rev_per_day] float, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_group] int, [stores_in_store_group] int, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [theme] varchar COLLATE Latin1_General_100_BIN2_UTF8
export_reordering_point	child	output	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [breach_date] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [closing_date] date, [closing_store_stock] int, [closing_wh_stock] int, [cover_end_date] date, [cover_start_date] date, [ean] varchar COLLATE Latin1_General_100_BIN2_UTF8, [freq_end_date] date, [freq_end_date_closing_qty] int, [freq_start_date] date, [inwards_after_lead_time] int, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [online_reservation_in_lead_time] int, [reorder_date] date, [reorder_qty] int, [safety_stock] int, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [suggested_inwards] int, [target_sales_at_store] int
export_style_wise_to_size_wise_buy_output	child	output	[id] bigint, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [brand_segment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty] int, [remark] varchar COLLATE Latin1_General_100_BIN2_UTF8, [size] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [subcat] varchar COLLATE Latin1_General_100_BIN2_UTF8
flyway_schema_history	child	input	[installed_rank] int, [version] varchar COLLATE Latin1_General_100_BIN2_UTF8, [description] varchar COLLATE Latin1_General_100_BIN2_UTF8, [type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [script] varchar COLLATE Latin1_General_100_BIN2_UTF8, [checksum] int, [installed_by] varchar COLLATE Latin1_General_100_BIN2_UTF8, [installed_on] timestamp, [execution_time] int, [success] BIT
input_ag	child	input	[id] int, [ag_name] varchar COLLATE Latin1_General_100_BIN2_UTF8, [attr_name] varchar COLLATE Latin1_General_100_BIN2_UTF8, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [include] BIT
input_analysis_implemented_ist	child	input	[id] int, [from_store] int, [qty] int, [sku] int, [to_store] int
input_analysis_pre_stock	child	input	[id] int, [qty] int, [sku] int, [store] int
input_analysis_suggested_ist	child	input	[id] int, [allocation_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [dest_size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [from_store] int, [ist_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [origin_size_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty] int, [sku] int, [to_store] int
input_asp_disc_benchmark	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [max_discount] int
input_bi_buy_quantity	child	input	[id] int, [buy_qty] int, [store] int, [style] int
input_bi_retail_week	child	input	[id] int, [end_date] date, [event] varchar COLLATE Latin1_General_100_BIN2_UTF8, [financial_yr] varchar COLLATE Latin1_General_100_BIN2_UTF8, [retail_week] int, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [start_date] date
input_bi_style_tagging	child	input	[id] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int, [style_tag] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_depletion_lead_time	child	input	[id] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [lead_time] int, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_disc_analysis	child	input	[id] int, [age] int, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [current_discount] float, [day] date, [discount_action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [discount_recommendation] float, [gender] varchar COLLATE Latin1_General_100_BIN2_UTF8, [health] varchar COLLATE Latin1_General_100_BIN2_UTF8, [live_days] int, [master_category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [qty_sold] int, [raw_live_days] int, [raw_qty_sold] int, [raw_ros] float, [remarks] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ros_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sell_through] float, [sell_through_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sku_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_stock] int, [style_code] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style_group] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8, [total_doh] float, [true_lifecycle] int, [true_lifecycle_level] varchar COLLATE Latin1_General_100_BIN2_UTF8, [true_ros] float, [wh_stock] int
input_disc_discount_rules	child	input	[id] int, [action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [doh_ageing] varchar COLLATE Latin1_General_100_BIN2_UTF8, [health] varchar COLLATE Latin1_General_100_BIN2_UTF8, [perc_of_discount_increment] varchar COLLATE Latin1_General_100_BIN2_UTF8, [perc_of_max_discount] float, [ros] varchar COLLATE Latin1_General_100_BIN2_UTF8, [sell_through] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_disc_grn	child	input	[id] int, [day] date, [qty] int, [sku] int, [whId] int
input_disc_guardrails	child	input	[id] int, [brand] varchar COLLATE Latin1_General_100_BIN2_UTF8, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [incremental_discount] float, [max_discount] float, [season_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [start_discount] float, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_disc_reorder_rules	child	input	[id] int, [action] varchar COLLATE Latin1_General_100_BIN2_UTF8, [discount] varchar COLLATE Latin1_General_100_BIN2_UTF8, [ros] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_disc_sell_through_benchmarks	child	input	[id] int, [cat] varchar COLLATE Latin1_General_100_BIN2_UTF8, [high] float, [lifecycle] int, [medium] float, [min_live_days] int
input_disc_store	child	input	[id] int, [discount_flag] BIT, [discount_store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store] int
input_disc_store_group_style_discount	child	input	[id] int, [day] date, [discount] float, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_disc_style_grouping	child	input	[id] int, [discount_override] BIT, [lifecycle] int, [season_type] varchar COLLATE Latin1_General_100_BIN2_UTF8, [store_group] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int, [style_group] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_disc_style_override	child	input	[id] int, [override] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_dispatch	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_dispatch_temp	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_dist_channel_style_override	child	input	[id] int, [channel] varchar COLLATE Latin1_General_100_BIN2_UTF8, [season] varchar COLLATE Latin1_General_100_BIN2_UTF8, [style] int
input_dist_git	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_dist_git_temp	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_dist_git_whstock	child	input	[id] int, [day] date, [qty] int, [sku] int, [whId] int
input_dist_iit	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
input_dist_jit_style_depth_override	child	input	[id] int, [non_pivotal_depth] int, [pivotal_depth] int, [store] int, [style] int
input_dist_max_sku_depth	child	input	[id] int, [category] varchar COLLATE Latin1_General_100_BIN2_UTF8, [min_piv_depth] int, [min_piv_sizes] int, [non_piv_sku_max_depth] int, [piv_sku_max_depth] int, [store] int, [subcategory] varchar COLLATE Latin1_General_100_BIN2_UTF8
input_dist_open_orders	child	input	[id] int, [day] date, [qty] int, [sku] int, [store] int
